Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Subject_Object,Normalized_Subject_Object,Category_BERT_Keywords
image_6,https://static.cambridge.org/binary/version/id/urn:cambridge.org:id:binary:20240402141018522-0535:S0317167123000392:S0317167123000392_fig3.png?pub-status=live,36991574,Alzheimer's disease,Missing,Missing,cytokine production involved in immune response,increases,Alzheimer's disease,CBM,cytokine production involved in immune response Alzheimer's disease,cytokine production involved in immune response alzheimer's disease,Psychological and Neurological Symptoms
image_6,https://static.cambridge.org/binary/version/id/urn:cambridge.org:id:binary:20240402141018522-0535:S0317167123000392:S0317167123000392_fig3.png?pub-status=live,36991574,Alzheimer's disease,Missing,Missing,Abnormality of mitochondrial metabolism,increases,Alzheimer's disease,CBM,Abnormality of mitochondrial metabolism Alzheimer's disease,abnormality of mitochondrial metabolism alzheimer's disease,Systemic Cross-Organ Effects
image_6,https://static.cambridge.org/binary/version/id/urn:cambridge.org:id:binary:20240402141018522-0535:S0317167123000392:S0317167123000392_fig3.png?pub-status=live,36991574,Alzheimer's disease,Missing,Missing,TREM2 binding to DAP12,increases,inflammation,CBM,TREM2 binding to DAP12 inflammation,trem2 binding to dap12 inflammation,Viral Entry and Neuroinvasion
image_6,https://static.cambridge.org/binary/version/id/urn:cambridge.org:id:binary:20240402141018522-0535:S0317167123000392:S0317167123000392_fig3.png?pub-status=live,36991574,Alzheimer's disease,Missing,Missing,abnormal plasma membrane morphology,increases,Alzheimer's disease,CBM,abnormal plasma membrane morphology Alzheimer's disease,abnormal plasma membrane morphology alzheimer's disease,Psychological and Neurological Symptoms
image_6,https://static.cambridge.org/binary/version/id/urn:cambridge.org:id:binary:20240402141018522-0535:S0317167123000392:S0317167123000392_fig3.png?pub-status=live,36991574,Alzheimer's disease,Missing,Missing,TPSO binding to VDAC1,increases,regulation of cell cycle,CBM,TPSO binding to VDAC1 regulation of cell cycle,tpso binding to vdac1 regulation of cell cycle,Immune and Inflammatory Response
image_6,https://static.cambridge.org/binary/version/id/urn:cambridge.org:id:binary:20240402141018522-0535:S0317167123000392:S0317167123000392_fig3.png?pub-status=live,36991574,Alzheimer's disease,Missing,Missing,Abnormality of mitochondrial metabolism,increases,Alzheimer's disease,CBM,Abnormality of mitochondrial metabolism Alzheimer's disease,abnormality of mitochondrial metabolism alzheimer's disease,Systemic Cross-Organ Effects
image_6,https://static.cambridge.org/binary/version/id/urn:cambridge.org:id:binary:20240402141018522-0535:S0317167123000392:S0317167123000392_fig3.png?pub-status=live,36991574,Missing,Endoplasmic Reticuclum,Missing,reticulophagy,increases,Alzheimer's disease,CBM,reticulophagy Alzheimer's disease,reticulophagy alzheimer's disease,Psychological and Neurological Symptoms
image_6,https://static.cambridge.org/binary/version/id/urn:cambridge.org:id:binary:20240402141018522-0535:S0317167123000392:S0317167123000392_fig3.png?pub-status=live,36991574,Missing,Endoplasmic Reticuclum,Missing,Endoplasmi Reticulum Stress,increases,Alzheimer's disease,CBM,Endoplasmi Reticulum Stress Alzheimer's disease,endoplasmi reticulum stress alzheimer's disease,Psychological and Neurological Symptoms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,COVID-19,Missing,Missing,SARS-CoV-2 S binding to ACE2,increases,COVID-19,CBM,SARS-CoV-2 S binding to ACE2 COVID-19,sars cov 2 s binding to ace2 covid 19,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,COVID-19,Missing,Missing,SARS-CoV-2-human S-TMPRSS2 direct interaction,increases,COVID-19,CBM,SARS-CoV-2-human S-TMPRSS2 direct interaction COVID-19,sars cov 2 human s tmprss2 direct interaction covid 19,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Th1 Cells,COVID-19,increases,TNF,CBM,COVID-19 TNF,covid 19 tnf,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Th1 Cells,COVID-19,increases,IFNG,CBM,COVID-19 IFNG,covid 19 ifng,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,inflammation,CBM,COVID-19 inflammation,covid 19 inflammation,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,Axonal degeneration,CBM,COVID-19 Axonal degeneration,covid 19 axonal degeneration,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,demyelination,CBM,COVID-19 demyelination,covid 19 demyelination,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,NEFL,CBM,COVID-19 NEFL,covid 19 nefl,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,TARDBP,CBM,COVID-19 TARDBP,covid 19 tardbp,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,SCNA,CBM,COVID-19 SCNA,covid 19 scna,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,COVID-19,increases,MAPT,CBM,COVID-19 MAPT,covid 19 mapt,Systemic Cross-Organ Effects
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,NEFL,increases,demyelination,CBM,NEFL demyelination,nefl demyelination,Neurodegenerative Mechanisms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,TARDBP,increases,demyelination,CBM,TARDBP demyelination,tardbp demyelination,Neurodegenerative Mechanisms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,SCNA,increases,demyelination,CBM,SCNA demyelination,scna demyelination,Neurodegenerative Mechanisms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,MAPT,increases,demyelination,CBM,MAPT demyelination,mapt demyelination,Neurodegenerative Mechanisms
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,NEFL,increases,Nerve Degeneration,CBM,NEFL Nerve Degeneration,nefl nerve degeneration,Immune and Inflammatory Response
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,TARDBP,increases,Nerve Degeneration,CBM,TARDBP Nerve Degeneration,tardbp nerve degeneration,Viral Entry and Neuroinvasion
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,SCNA,increases,Nerve Degeneration,CBM,SCNA Nerve Degeneration,scna nerve degeneration,Viral Entry and Neuroinvasion
image_7,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,35434769,Missing,Missing,Neurons,MAPT,increases,Nerve Degeneration,CBM,MAPT Nerve Degeneration,mapt nerve degeneration,Viral Entry and Neuroinvasion
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,multiple organ failure,CBM,COVID-19 multiple organ failure,covid 19 multiple organ failure,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,coagulopathy,CBM,COVID-19 coagulopathy,covid 19 coagulopathy,Immune and Inflammatory Response
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,inflammation,CBM,COVID-19 inflammation,covid 19 inflammation,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,"Hypoxia, Brain",CBM,"COVID-19 Hypoxia, Brain","covid 19 hypoxia, brain",Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,Metabolic Encephalopathy,CBM,COVID-19 Metabolic Encephalopathy,covid 19 metabolic encephalopathy,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,cerebrovascular disease,CBM,COVID-19 cerebrovascular disease,covid 19 cerebrovascular disease,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,inflammatory encephalopathy,CBM,COVID-19 inflammatory encephalopathy,covid 19 inflammatory encephalopathy,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,encephalitis,CBM,COVID-19 encephalitis,covid 19 encephalitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,Kawasaki disease,CBM,COVID-19 Kawasaki disease,covid 19 kawasaki disease,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,Guillain-Barre syndrome,CBM,COVID-19 Guillain-Barre syndrome,covid 19 guillain barre syndrome,Immune and Inflammatory Response
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,acute disseminated encephalomyelitis,CBM,COVID-19 acute disseminated encephalomyelitis,covid 19 acute disseminated encephalomyelitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,COVID-19,Missing,Missing,COVID-19,increases,Acute necrotizing encephalopathy,CBM,COVID-19 Acute necrotizing encephalopathy,covid 19 acute necrotizing encephalopathy,Immune and Inflammatory Response
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,cell death,CBM,COVID-19 cell death,covid 19 cell death,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,viral encephalitis,CBM,COVID-19 viral encephalitis,covid 19 viral encephalitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,viral meningitis,CBM,COVID-19 viral meningitis,covid 19 viral meningitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,endotheliitis,CBM,COVID-19 endotheliitis,covid 19 endotheliitis,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,Anosmia,CBM,COVID-19 Anosmia,covid 19 anosmia,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,ageusia,CBM,COVID-19 ageusia,covid 19 ageusia,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,neuropathy,CBM,COVID-19 neuropathy,covid 19 neuropathy,Systemic Cross-Organ Effects
image_8,https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,32506549,Missing,Peripheral Nervous System; Muscles,Missing,COVID-19,increases,muscle injury,CBM,COVID-19 muscle injury,covid 19 muscle injury,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,Gliosis,CBM,COVID-19 Gliosis,covid 19 gliosis,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,microgliosis,CBM,COVID-19 microgliosis,covid 19 microgliosis,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,Nerve Degeneration,CBM,COVID-19 Nerve Degeneration,covid 19 nerve degeneration,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,impaired blood-brain barrier function,CBM,COVID-19 impaired blood-brain barrier function,covid 19 impaired blood brain barrier function,Viral Entry and Neuroinvasion
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,CXCL8,CBM,COVID-19 CXCL8,covid 19 cxcl8,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,TNFRSF12A,CBM,COVID-19 TNFRSF12A,covid 19 tnfrsf12a,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,VEGFA,CBM,COVID-19 VEGFA,covid 19 vegfa,Systemic Cross-Organ Effects
image_9,https://europepmc.org/api/fulltextRepo?pprId=PPR466471&type=FILE&fileName=EMS147424-f005.jpg&mimeType=image/jpeg,36351919,COVID-19,Brain; Parenchymal Tissue,Missing,COVID-19,increases,S100A12,CBM,COVID-19 S100A12,covid 19 s100a12,Systemic Cross-Organ Effects
